date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:37:26	1777/1777	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Apr%202023%2004:52:48%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/ep-review-card-carousel.css?ver=6.14.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/ep-review-card-carousele5af.css	(from https://ptsridewibaruna.co.id/id/)
20:37:27	1167/1167	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Apr%202023%2004:52:48%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/ep-logo-carousel.css?ver=6.14.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/ep-logo-carousele5af.css	(from https://ptsridewibaruna.co.id/id/)
20:37:29	4664/4664	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Apr%202023%2004:52:49%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/tippy.css?ver=6.14.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/tippye5af.css	(from https://ptsridewibaruna.co.id/id/)
20:37:30	7759/7759	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Apr%202023%2004:52:48%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/ep-lottie-icon-box.css?ver=6.14.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/ep-lottie-icon-boxe5af.css	(from https://ptsridewibaruna.co.id/id/)
20:37:31	214131/214131	---MCZ	200	added ('OK')	text/html	etag:%223862-1739104651;gz%22	https://ptsridewibaruna.co.id/id/terms-conditions/	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/id/terms-conditions/index.html	(from https://ptsridewibaruna.co.id/id/)
20:37:32	193325/193325	---MCZ	200	added ('OK')	text/html	etag:%223863-1739104652;gz%22	https://ptsridewibaruna.co.id/id/organizational-chart/	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/id/organizational-chart/index.html	(from https://ptsridewibaruna.co.id/id/)
20:37:33	1350/1350	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Apr%202023%2004:52:47%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/ep-accordion.css?ver=6.14.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/css/ep-accordione5af.css	(from https://ptsridewibaruna.co.id/id/)
20:37:33	3150/3150	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Oct%202024%2014:13:07%20GMT	https://ptsridewibaruna.co.id/wp-content/uploads/elementor/css/post-982.css?ver=1712306940	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/uploads/elementor/css/post-98252c3.css	(from https://ptsridewibaruna.co.id/id/)
20:37:34	18468/18468	---M-Z	200	added ('OK')	text/css	date:Wed,%2026%20Apr%202023%2004:53:06%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.5	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/lib/animations/animations.mina3be.css	(from https://ptsridewibaruna.co.id/id/)
20:37:35	26630/26630	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:29%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/translatepress-multilingual/assets/js/trp-translate-dom-changes.js?ver=2.5.0	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/translatepress-multilingual/assets/js/trp-translate-dom-changes0875.js	(from https://ptsridewibaruna.co.id/id/)
20:37:36	3164/3164	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:52%20GMT	https://ptsridewibaruna.co.id/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://ptsridewibaruna.co.id/id/)
20:37:36	10597/10597	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2016%20Oct%202024%2010:00:20%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min.js?ver=6.0.7	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/js/view/general.min8bc9.js	(from https://ptsridewibaruna.co.id/id/)
20:37:36	0/0	---M--	200	added ('OK')	text/javascript	date:Wed,%2016%20Oct%202024%2010:00:47%20GMT	https://ptsridewibaruna.co.id/wp-content/uploads/essential-addons-elementor/eael-100.js?ver=1701134647	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/uploads/essential-addons-elementor/eael-100af54.js	(from https://ptsridewibaruna.co.id/id/)
20:37:36	522/522	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:28%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/loftloader/assets/js/loftloader.min.js?ver=2022112601	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/loftloader/assets/js/loftloader.mina709.js	(from https://ptsridewibaruna.co.id/id/)
20:37:37	38816/38816	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:03%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.min.js?ver=6.4.3	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/complianz-gdpr/cookiebanner/js/complianz.min84fc.js	(from https://ptsridewibaruna.co.id/id/)
20:37:37	25202/25202	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:08%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://ptsridewibaruna.co.id/id/)
20:37:38	140168/140168	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:52:50%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/js/bdt-uikit.min.js?ver=3.15.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/js/bdt-uikit.min5829.js	(from https://ptsridewibaruna.co.id/id/)
20:37:38	4958/4958	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:06%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.11.5	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/js/webpack.runtime.mina3be.js	(from https://ptsridewibaruna.co.id/id/)
20:37:39	36460/36460	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:05%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.11.5	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/js/frontend-modules.mina3be.js	(from https://ptsridewibaruna.co.id/id/)
20:37:40	12198/12198	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:06%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://ptsridewibaruna.co.id/id/)
20:37:40	21438/21438	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2002%20Feb%202023%2016:36:32%20GMT	https://ptsridewibaruna.co.id/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-includes/js/jquery/ui/core.min3f14.js	(from https://ptsridewibaruna.co.id/id/)
20:37:41	41906/41906	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:05%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.11.5	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/js/frontend.mina3be.js	(from https://ptsridewibaruna.co.id/id/)
20:37:42	544/544	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:52:51%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-review-card-carousel.min.js?ver=6.14.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-review-card-carousel.mine5af.js	(from https://ptsridewibaruna.co.id/id/)
20:37:42	23077/23077	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:52:51%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/popper.min.js	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/popper.min.js	(from https://ptsridewibaruna.co.id/id/)
20:37:42	28647/28647	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:52:51%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/tippy.all.min.js	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/vendor/js/tippy.all.min.js	(from https://ptsridewibaruna.co.id/id/)
20:37:44	410/410	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:52:51%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-logo-carousel.min.js?ver=6.14.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/bdthemes-element-pack/assets/js/modules/ep-logo-carousel.mine5af.js	(from https://ptsridewibaruna.co.id/id/)
20:37:44	1801/1801	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2026%20Apr%202023%2004:53:06%20GMT	https://ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/Users/ACER/Music/PT%20SRI%20DEWI%20BARUNA/ptsridewibaruna.co.id/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://ptsridewibaruna.co.id/id/)
